alpha,Lambda,FpoFs
 160,2.2089, 0.000058262428
 160,2.1828, 0.000075712270
 160,2.1625, 0.000088367014
 160,2.1477, 0.000092674120
 160,2.1365, 0.000098021595
 160,2.1288, 0.000097724124
 160,2.1136, 0.000099722168
 160,2.0911, 0.000098613223
 160,2.0698, 0.000092849985
 160,2.0498, 0.000083596256
 160,2.0298, 0.000075398633
 160,2.0098, 0.000064194536
 160,1.9820, 0.000055992014
 160,1.9470, 0.000049759705
 160,1.9163, 0.000049992500
 160,1.8894, 0.000047483969
 160,1.8631, 0.000040652582
 160,1.8374, 0.000038861539
 160,1.8123, 0.000037926771
 160,1.7884, 0.000036467025
 160,1.7656, 0.000037321695
 160,1.7405, 0.000039823210
 160,1.7133, 0.000041640686
 160,1.6915, 0.000042379793
 160,1.6749, 0.000041317237
 160,1.6598, 0.000046209240
 160,1.6461, 0.000046530829
 160,1.6274, 0.000041619565
 160,1.6040, 0.000052610417
 160,1.5837, 0.000055072965
 160,1.5672, 0.000047096398
 160,1.5523, 0.000041239405
 160,1.5376, 0.000035384007
 160,1.5226, 0.000030981750
 160,1.5060, 0.000027477629
 160,1.4881, 0.000023593283
 160,1.4706, 0.000021500589
 160,1.4524, 0.000019465552
 160,1.4337, 0.000017155361
 160,1.4159, 0.000015946384
 160,1.4001, 0.000015010846
 160,1.3865, 0.000014372075
 160,1.3741, 0.000014051134
 160,1.3583, 0.000013742899
 160,1.3393, 0.000015604032
 160,1.3185, 0.000037141519
 160,1.2960, 0.000048519112
 160,1.2761, 0.000056463284
 160,1.2586, 0.000048349228
 160,1.2411, 0.000041665588
 160,1.2236, 0.000034083286
 160,1.2061, 0.000024481706
 160,1.1886, 0.000016488887
 160,1.1692, 0.000012037842
 160,1.1482, 0.000012031870
 160,1.1256, 0.000012237287
 160,1.1016, 0.000015178489
 160,1.0802, 0.000024290852
 160,1.0613, 0.000019556999
 160,1.0396, 0.000017809429
 160,1.0156, 0.000013141455
 160,0.9960, 0.000009674891
 160,0.9804, 0.000008135093
 160,0.9628, 0.000006688618
 160,0.9439, 0.000006650200
 160,0.9315, 0.000006178201
 160,0.9189, 0.000005990047
 160,0.9040, 0.000005952290
 160,0.8915, 0.000006043784
 160,0.8774, 0.000004383048
 160,0.8655, 0.000004972783
 160,0.8522, 0.000005842721
 160,0.8341, 0.000003899933
 160,0.8223, 0.000003241961
 160,0.8097, 0.000002872903
 160,0.7924, 0.000004152297
 160,0.7774, 0.000004799952
 160,0.7650, 0.000004000034
 160,0.7524, 0.000002006442
 160,0.7390, 0.000002417861
 160,0.7288, 0.000003870531
 160,0.7143, 0.000005200032
 160,0.6969, 0.000003271867
 160,0.6771, 0.000004411698
 160,0.6574, 0.000002963256
 160,0.6424, 0.000002707191
 160,0.6280, 0.000003117790
 160,0.6165, 0.000002516389
 160,0.6044, 0.000002063821
 160,0.5909, 0.000002347191
 160,0.5784, 0.000001534942
 160,0.5654, 0.000001707705
 160,0.5519, 0.000001359211
 160,0.5369, 0.000000921540
 160,0.5235, 0.000001132753
 160,0.5064, 0.000000915994
 160,0.4849, 0.000000637886
 160,0.4648, 0.000000452421
 160,0.4448, 0.000000301235
 160,0.4258, 0.000000205803
 160,0.4083, 0.000000289983
 160,0.3871, 0.000001071388
 160,0.3621, 0.000001753135
 160,0.3370, 0.000001146440
 160,0.3120, 0.000001006764
 160,0.2870, 0.000000467316
 160,0.2679, 0.000001532645


#alpha= 180
 180,227.5313, 0.002466880293
 180,138.7925, 0.002025285545
 180,97.7517, 0.001868970721
 180,73.6920, 0.001699035831
 180,53.8793, 0.001618700043
 180,42.2119, 0.001529839734
 180,35.7526, 0.001505016324
 180,29.7000, 0.001464679900
 180,24.8385, 0.001409759084
 180,21.3950, 0.001330162950
 180,19.3817, 0.001321945866
 180,18.1802, 0.001314468209
 180,16.9779, 0.001307252770
 180,15.7766, 0.001314117995
 180,14.5751, 0.001294639695
 180,13.5879, 0.001331819357
 180,12.7869, 0.001367166025
 180,11.9861, 0.001387223733
 180,11.2918, 0.001397967782
 180,10.6918, 0.001260213214
 180,10.0913, 0.001279979956
 180,9.6479, 0.001197071791
 180,9.3475, 0.001035921991
 180,8.9952, 0.000843946695
 180,8.6730, 0.000667217214
 180,8.3452, 0.000531726007
 180,8.0743, 0.000470974667
 180,7.9039, 0.000422191681
 180,7.7140, 0.000382939639
 180,7.4982, 0.000393017735
 180,7.2839, 0.000372621049
 180,7.0937, 0.000415652401
 180,6.8726, 0.000431507947
 180,6.6638, 0.000401651993
 180,6.5153, 0.000360490292
 180,6.2974, 0.000426350620
 180,6.0639, 0.000392247855
 180,5.8990, 0.000352572310
 180,5.7594, 0.000359322058
 180,5.5721, 0.000361692978
 180,5.3791, 0.000386214746
 180,5.2647, 0.000399759695
 180,5.1491, 0.000401751546
 180,4.9998, 0.000400928253
 180,4.8816, 0.000387323398
 180,4.8274, 0.000373716647
 180,4.7964, 0.000371562043
 180,4.7498, 0.000372544831
 180,4.6999, 0.000376950034
 180,4.6623, 0.000384923298
 180,4.6050, 0.000345374233
 180,4.5041, 0.000328124864
 180,4.3952, 0.000314615982
 180,4.3007, 0.000297891659
 180,4.2019, 0.000365262463
 180,4.0737, 0.000399621392
 180,3.9494, 0.000325706814
 180,3.8493, 0.000251788342
 180,3.7493, 0.000176147733
 180,3.6621, 0.000122658213
 180,3.5871, 0.000090379420
 180,3.5131, 0.000073996417
 180,3.4381, 0.000064786554
 180,3.3634, 0.000054974471
 180,3.3078, 0.000054522088
 180,3.2691, 0.000056800988
 180,3.2309, 0.000049266592
 180,3.1934, 0.000046419919
 180,3.1559, 0.000047260983
 180,3.1184, 0.000052929587
 180,3.0848, 0.000061009138
 180,3.0548, 0.000073079468
 180,3.0145, 0.000085495343
 180,2.9647, 0.000079799265
 180,2.9086, 0.000070638691
 180,2.8468, 0.000058679820
 180,2.7875, 0.000049779112
 180,2.7304, 0.000044852806
 180,2.6756, 0.000039228762
 180,2.6230, 0.000040000292
 180,2.5736, 0.000029883962
 180,2.5272, 0.000031012538
 180,2.4816, 0.000031438128
 180,2.4368, 0.000027327358
 180,2.3942, 0.000023666945
 180,2.3536, 0.000020840792
 180,2.3143, 0.000021230301
 180,2.2765, 0.000021794090
 180,2.2400, 0.000024862454
 180,2.2089, 0.000025306562
 180,2.1828, 0.000044068235
 180,2.1625, 0.000057045552
 180,2.1477, 0.000063107451
 180,2.1365, 0.000068654574
 180,2.1288, 0.000068490968
 180,2.1136, 0.000071169786
 180,2.0911, 0.000070044694
 180,2.0698, 0.000064251464
 180,2.0498, 0.000055168101
 180,2.0298, 0.000046443076
 180,2.0098, 0.000035730807
 180,1.9820, 0.000028379891
 180,1.9470, 0.000022850314
 180,1.9163, 0.000024453650
 180,1.8894, 0.000021648131
 180,1.8631, 0.000014454297
 180,1.8374, 0.000015054433
 180,1.8123, 0.000014832674
 180,1.7884, 0.000015306427
 180,1.7656, 0.000017670588
 180,1.7405, 0.000021319261
 180,1.7133, 0.000024916058
 180,1.6915, 0.000026203429
 180,1.6749, 0.000024929185
 180,1.6598, 0.000031545412
 180,1.6461, 0.000031619411
 180,1.6274, 0.000026975786
 180,1.6040, 0.000039268216
 180,1.5837, 0.000041883685
 180,1.5672, 0.000034188860
 180,1.5523, 0.000028174803
 180,1.5376, 0.000022207866
 180,1.5226, 0.000017670724
 180,1.5060, 0.000013745260
 180,1.4881, 0.000009816135
 180,1.4706, 0.000007882100
 180,1.4524, 0.000006231528
 180,1.4337, 0.000003954901
 180,1.4159, 0.000003213530
 180,1.4001, 0.000003170949
 180,1.3865, 0.000003134535
 180,1.3741, 0.000003141803
 180,1.3583, 0.000002914121
 180,1.3393, 0.000005551493
 180,1.3185, 0.000029902860
 180,1.2960, 0.000042012132
 180,1.2761, 0.000050186165
 180,1.2586, 0.000042274038
 180,1.2411, 0.000035842109
 180,1.2236, 0.000028411686
 180,1.2061, 0.000018528397
 180,1.1886, 0.000010383169
 180,1.1692, 0.000006037599
 180,1.1482, 0.000006319362
 180,1.1256, 0.000006392539
 180,1.1016, 0.000009840168
 180,1.0802, 0.000020258503
 180,1.0613, 0.000015387718
 180,1.0396, 0.000013538306
 180,1.0156, 0.000008548963
 180,0.9960, 0.000005200551
 180,0.9804, 0.000003901516
 180,0.9628, 0.000002881866
 180,0.9439, 0.000002276661
 180,0.9315, 0.000001584904
 180,0.9189, 0.000002337631
 180,0.9040, 0.000001859686
 180,0.8915, 0.000001292960
 180,0.8774, 0.000001110284
 180,0.8655, 0.000000842344
 180,0.8522, 0.000000570812
 180,0.8341, 0.000000316260
 180,0.8223, 0.000000202216
 180,0.8097, 0.000000123640
 180,0.7924, 0.000000062924
 180,0.7774, 0.000000032314
 180,0.7650, 0.000000023181
 180,0.7524, 0.000000023873
 180,0.7390, 0.000000028694
 180,0.7288, 0.000000033413
 180,0.7143, 0.000000032051
 180,0.6969, 0.000000026203
 180,0.6771, 0.000000020715
 180,0.6574, 0.000000011608
 180,0.6424, 0.000000007092
 180,0.6280, 0.000000005101
 180,0.6165, 0.000000004023
 180,0.6044, 0.000000003414
 180,0.5909, 0.000000002532
 180,0.5784, 0.000000002222
 180,0.5654, 0.000000001875
 180,0.5519, 0.000000001398
 180,0.5369, 0.000000001111
 180,0.5235, 0.000000000847
 180,0.5064, 0.000000000583
 180,0.4849, 0.000000002103
 180,0.4648, 0.000000012243
 180,0.4448, 0.000000012368
 180,0.4258, 0.000000008717
 180,0.4083, 0.000000001801
 180,0.3871, 0.000000004741
 180,0.3621, 0.000000001867
 180,0.3370, 0.000000000012
 180,0.3120, 0.000000000011
 180,0.2870, 0.000000000003
 180,0.2679, 0.000000000002


